2.058	-2070.440
2.382	-2094.519
2.248	-2127.504
2.355	-2198.161
2.475	-2175.767
2.539	-2196.621
2.526	-2203.722
2.538	-2167.186
2.525	-2189.067
2.622	-2219.776
2.848	-2240.597
2.756	-2229.535
2.763	-2257.650
2.683	-2319.532
2.555	-2334.720
2.696	-2287.655
2.764	-2305.698
2.877	-2304.966
2.736	-2312.120
2.784	-2316.860
2.814	-2321.321
2.880	-2325.479
2.816	-2334.797
2.758	-2386.203
2.806	-2352.206
2.782	-2378.016
2.839	-2386.309
2.814	-2381.637
2.951	-2331.768
2.983	-2369.352
2.926	-2362.387
3.049	-2370.831
3.102	-2405.809
3.122	-2382.428
3.352	-2351.237
3.322	-2355.699
3.381	-2370.646
3.498	-2337.521
3.442	-2347.588
3.452	-2377.834
3.369	-2377.086
3.440	-2409.548
3.412	-2423.736
3.364	-2375.399
3.326	-2404.600
3.378	-2409.250
3.350	-2435.386
3.375	-2428.226
3.353	-2386.669
3.313	-2428.386
3.321	-2411.685
3.314	-2434.850
3.371	-2421.509
3.352	-2382.755
3.355	-2424.974
3.530	-2393.178
3.472	-2411.160
3.423	-2387.918
3.409	-2372.510
3.371	-2364.169
3.485	-2384.100
3.425	-2377.785
3.395	-2421.460
3.456	-2383.388
3.491	-2384.522
3.430	-2395.592
3.553	-2391.467
3.439	-2405.067
3.447	-2415.643
3.461	-2442.604
3.436	-2431.987
3.484	-2440.104
3.548	-2465.189
3.486	-2425.726
3.528	-2445.153
3.530	-2423.981
3.332	-2433.175
3.506	-2454.445
3.479	-2444.181
3.346	-2471.757
3.370	-2457.126
3.413	-2457.782
3.407	-2464.070
3.368	-2468.663
3.482	-2474.108
3.522	-2468.323
3.389	-2487.178
3.441	-2470.883
3.443	-2446.971
3.397	-2450.984
3.499	-2446.748
3.454	-2485.304
3.365	-2451.774
3.486	-2465.944
3.425	-2460.993
3.467	-2463.235
3.423	-2456.083
3.363	-2447.990
3.421	-2453.229
3.392	-2446.019
3.403	-2477.248
3.377	-2479.446
3.409	-2442.786
3.393	-2465.387
3.380	-2437.908
3.541	-2449.032
3.432	-2472.392
3.470	-2457.735
3.546	-2465.268
3.449	-2499.636
3.511	-2491.084
3.639	-2491.841
3.465	-2504.356
3.357	-2473.246
3.449	-2497.153
3.345	-2488.701
