0	1.396
1	1.463
2	1.539
3	1.612
4	1.613
5	1.825
6	1.713
7	1.731
8	1.669
9	1.808
10	1.869
11	1.780
12	1.820
13	1.812
14	1.863
15	1.977
16	1.873
17	1.836
18	1.928
19	1.954
20	2.001
21	1.975
22	1.897
23	1.965
24	1.899
25	1.891
26	1.880
27	1.902
28	1.705
29	1.606
30	1.768
31	1.876
32	1.809
33	1.816
34	1.765
35	1.883
36	1.733
37	1.881
38	1.917
39	1.840
40	1.854
41	1.752
42	1.879
43	1.856
44	1.891
45	1.931
46	1.946
47	1.857
48	1.922
49	1.896
50	1.992
51	1.956
52	2.048
53	2.015
54	1.985
55	1.972
56	1.997
57	1.977
58	1.946
59	1.871
60	2.033
61	2.052
62	1.997
63	1.979
64	1.924
65	1.942
66	2.065
67	2.224
68	2.242
69	2.162
70	2.154
71	2.103
72	2.060
73	2.065
74	1.993
75	2.141
76	2.183
77	2.063
78	2.123
79	2.135
80	2.213
81	2.220
82	2.211
83	2.205
84	2.237
85	2.180
86	2.111
87	2.036
88	2.048
89	2.136
90	2.139
91	2.245
92	2.277
93	2.108
94	2.261
95	2.272
96	2.225
97	2.236
98	2.212
99	2.356
100	2.351
101	2.161
102	2.309
103	2.467
104	2.434
105	2.419
106	2.360
107	2.429
108	2.340
109	2.404
110	2.298
111	2.142
112	2.298
113	2.199
114	2.237
115	2.297
116	2.201
117	2.337
118	2.259
119	2.346
120	2.468
121	2.408
122	2.460
123	2.443
124	2.515
125	2.550
126	2.473
127	2.434
128	2.427
129	2.451
130	2.474
131	2.631
132	2.605
133	2.449
134	2.400
135	2.402
136	2.399
137	2.423
138	2.366
139	2.358
140	2.397
141	2.416
142	2.400
143	2.373
144	2.511
145	2.431
146	2.408
147	2.366
148	2.301
149	2.345
150	2.374
151	2.400
152	2.565
153	2.502
154	2.479
155	2.329
156	2.408
157	2.455
158	2.538
159	2.523
160	2.480
161	2.474
162	2.414
163	2.360
164	2.396
165	2.452
166	2.449
167	2.457
168	2.507
169	2.493
170	2.350
171	2.395
172	2.325
173	2.292
174	2.328
175	2.319
176	2.399
177	2.297
178	2.348
179	2.313
180	2.346
181	2.245
182	2.307
183	2.322
184	2.282
185	2.151
186	2.125
187	2.148
188	2.126
189	2.192
190	2.102
191	2.181
192	2.138
193	2.172
194	2.167
195	2.265
196	2.323
197	2.321
198	2.250
199	2.325
200	2.293
201	2.380
202	2.315
203	2.272
204	2.225
205	2.216
206	2.191
207	2.254
208	2.278
209	2.314
210	2.308
211	2.237
212	2.250
213	2.263
214	2.286
215	2.219
216	2.222
217	2.315
218	2.296
219	2.359
220	2.280
221	2.245
222	2.332
223	2.326
224	2.269
225	2.247
226	2.306
227	2.280
228	2.228
229	2.155
230	2.198
231	2.334
232	2.221
233	2.233
234	2.280
235	2.295
236	2.344
237	2.364
238	2.397
239	2.320
240	2.352
241	2.289
242	2.296
243	2.353
244	2.318
245	2.335
246	2.373
247	2.267
248	2.238
249	2.194
250	2.185
251	2.210
252	2.236
253	2.191
254	2.345
255	2.248
256	2.259
257	2.246
258	2.350
259	2.345
260	2.318
261	2.245
262	2.290
263	2.295
264	2.375
265	2.314
266	2.361
267	2.469
268	2.483
269	2.519
270	2.483
271	2.520
272	2.527
273	2.569
274	2.491
275	2.558
276	2.556
277	2.630
278	2.581
279	2.518
280	2.539
281	2.479
282	2.503
283	2.592
284	2.638
285	2.582
286	2.565
287	2.546
288	2.522
289	2.553
290	2.674
291	2.514
292	2.398
293	2.527
294	2.484
295	2.431
296	2.514
297	2.383
298	2.388
299	2.425
300	2.322
301	2.323
302	2.138
303	2.247
304	2.304
305	2.310
306	2.375
307	2.314
308	2.433
309	2.372
310	2.384
311	2.448
312	2.394
313	2.312
314	2.422
315	2.410
316	2.415
317	2.469
318	2.438
319	2.381
320	2.372
321	2.263
322	2.267
323	2.288
324	2.296
325	2.273
326	2.358
327	2.321
328	2.377
329	2.351
330	2.382
331	2.355
332	2.380
333	2.365
334	2.351
335	2.342
336	2.392
337	2.357
338	2.420
339	2.347
340	2.404
341	2.375
342	2.297
343	2.289
344	2.306
345	2.189
346	2.264
347	2.158
348	2.248
349	2.272
350	2.311
351	2.313
352	2.343
353	2.391
354	2.282
355	2.227
356	2.322
357	2.254
358	2.296
359	2.281
360	2.301
361	2.313
362	2.211
363	2.220
364	2.286
365	2.310
366	2.398
367	2.320
368	2.309
369	2.245
370	2.225
371	2.187
372	2.260
373	2.238
374	2.265
375	2.163
376	2.146
377	2.167
378	2.147
379	2.264
380	2.248
381	2.140
382	2.266
383	2.449
384	2.425
385	2.370
386	2.436
387	2.435
388	2.377
389	2.467
390	2.365
391	2.342
392	2.409
393	2.460
394	2.435
395	2.347
396	2.351
397	2.347
398	2.417
399	2.343
400	2.375
401	2.399
402	2.378
403	2.366
404	2.412
405	2.356
406	2.356
407	2.364
408	2.399
409	2.328
410	2.323
411	2.256
412	2.214
413	2.281
414	2.289
415	2.380
416	2.483
417	2.446
418	2.367
419	2.286
420	2.281
421	2.247
422	2.145
423	2.266
424	2.286
425	2.366
426	2.263
427	2.230
428	2.370
429	2.314
430	2.278
431	2.295
432	2.257
433	2.277
434	2.337
435	2.406
436	2.338
437	2.234
438	2.306
439	2.264
440	2.382
441	2.318
442	2.444
443	2.297
444	2.234
445	2.279
446	2.300
447	2.312
448	2.339
449	2.448
450	2.427
451	2.461
452	2.319
453	2.449
454	2.396
455	2.369
456	2.386
457	2.419
458	2.438
459	2.459
460	2.496
461	2.527
462	2.443
463	2.487
464	2.497
465	2.468
466	2.426
467	2.493
468	2.445
469	2.395
470	2.354
471	2.491
472	2.448
473	2.386
474	2.327
475	2.359
476	2.477
477	2.582
478	2.555
479	2.572
480	2.585
481	2.644
482	2.546
483	2.441
484	2.450
485	2.426
486	2.483
487	2.328
488	2.287
489	2.293
490	2.298
491	2.385
492	2.374
493	2.406
494	2.395
495	2.434
496	2.315
497	2.308
498	2.451
499	2.367
500	2.392
501	2.327
502	2.379
503	2.396
504	2.336
505	2.381
506	2.287
507	2.345
508	2.366
509	2.371
510	2.336
511	2.355
512	2.313
513	2.374
514	2.309
515	2.216
516	2.259
517	2.155
518	2.225
519	2.203
520	2.378
521	2.268
522	2.266
523	2.366
524	2.294
525	2.378
526	2.271
527	2.211
528	2.205
529	2.308
530	2.270
531	2.192
532	2.239
533	2.233
534	2.286
535	2.292
536	2.314
537	2.254
538	2.281
539	2.252
540	2.166
541	2.196
542	2.161
543	2.235
544	2.225
545	2.338
546	2.287
547	2.271
548	2.318
549	2.331
550	2.377
551	2.359
