1.994	-2049.115
2.110	-2141.050
2.153	-2148.346
2.499	-2218.873
2.443	-2238.887
2.271	-2280.619
2.422	-2299.547
2.532	-2337.972
2.577	-2317.740
2.411	-2284.762
2.477	-2306.794
2.411	-2301.665
2.473	-2288.294
2.568	-2296.278
2.481	-2325.183
2.619	-2336.394
2.668	-2345.803
2.611	-2361.562
2.578	-2338.752
2.544	-2348.932
2.656	-2318.822
2.665	-2317.780
2.763	-2302.382
2.669	-2338.382
2.725	-2371.102
2.696	-2372.154
2.669	-2381.202
2.708	-2380.478
2.583	-2397.077
2.652	-2408.175
2.714	-2396.743
2.661	-2397.620
2.779	-2373.935
2.794	-2368.614
2.751	-2381.541
2.795	-2371.795
2.792	-2354.427
2.735	-2397.251
2.647	-2356.817
2.698	-2405.457
2.707	-2399.797
2.663	-2402.948
2.756	-2383.151
2.833	-2399.727
2.902	-2371.107
2.758	-2396.992
2.907	-2365.072
2.854	-2317.777
2.993	-2350.133
2.975	-2338.031
3.031	-2410.959
2.977	-2396.995
2.904	-2397.596
3.003	-2398.549
3.079	-2371.544
2.999	-2367.115
3.160	-2398.575
3.164	-2364.587
3.184	-2413.962
3.092	-2399.649
3.105	-2421.981
3.025	-2395.279
3.001	-2389.218
3.057	-2358.858
3.016	-2385.437
2.903	-2397.148
3.128	-2391.118
3.030	-2421.444
2.908	-2382.814
3.036	-2409.061
3.040	-2439.440
3.130	-2440.213
3.080	-2453.585
3.072	-2446.032
2.963	-2448.130
3.066	-2436.241
3.077	-2435.532
3.067	-2470.510
2.982	-2454.594
2.977	-2450.269
3.005	-2466.443
2.990	-2475.702
2.973	-2454.725
2.933	-2463.961
2.907	-2468.974
2.876	-2457.706
2.907	-2478.377
2.969	-2435.956
3.027	-2437.191
3.001	-2445.504
3.012	-2428.781
3.071	-2428.207
3.060	-2405.967
3.048	-2377.227
2.977	-2413.875
3.233	-2402.471
2.931	-2400.169
2.925	-2433.409
3.101	-2428.098
2.958	-2451.261
3.073	-2424.700
3.005	-2427.247
2.918	-2439.190
3.018	-2452.585
2.960	-2452.296
3.017	-2421.828
3.127	-2427.010
3.214	-2464.865
3.134	-2461.742
3.138	-2460.192
3.020	-2442.710
3.125	-2460.810
3.134	-2436.931
2.949	-2446.867
2.941	-2439.727
2.974	-2450.816
2.858	-2414.288
2.877	-2416.399
3.083	-2421.240
3.083	-2439.767
3.107	-2423.859
2.977	-2440.821
2.951	-2433.176
3.201	-2425.502
3.065	-2457.421
